timestamp_us,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,motor_id,motor_command
210764199,-1.220,1.524,-0.427,-0.056,0.014,1.037,4,1100
210765640,-1.098,0.488,0.122,-0.008,0.016,1.055,4,1100
210766656,-0.976,0.671,0.244,0.032,0.021,1.068,4,1100
210767191,-0.976,1.037,-0.183,0.060,0.036,1.031,4,1100
210768694,-0.915,2.561,-0.549,0.016,0.051,1.015,4,1100
210769214,-0.915,2.561,-0.549,0.016,0.051,1.015,4,1100
210770695,-1.341,2.134,-0.671,-0.075,0.019,1.008,4,1100
210771212,-0.915,1.585,-0.488,-0.075,0.019,1.008,4,1100
210772694,-0.976,0.793,-0.183,-0.032,0.008,1.059,4,1100
210773210,-0.976,0.427,0.000,-0.005,0.032,1.043,4,1100
210774694,-0.793,0.488,-0.061,0.045,0.036,1.062,4,1100
210775211,-0.732,0.976,-0.366,0.072,0.035,1.034,4,1100
210776694,-1.037,2.073,-0.610,0.007,0.043,1.032,4,1100
210777209,-1.037,2.073,-0.610,0.007,0.043,1.032,4,1100
210778694,-1.280,1.829,-0.610,-0.058,0.024,1.023,4,1100
210779209,-1.402,1.402,-0.488,-0.066,-0.004,1.038,4,1100
210780694,-1.402,0.854,-0.610,-0.014,0.021,1.049,4,1100
210781210,-1.280,0.549,-0.183,0.006,0.017,1.056,4,1100
210782694,-1.098,1.098,-0.549,0.065,0.031,1.055,4,1100
210783209,-1.098,1.098,-0.549,0.065,0.031,1.055,4,1100
210784694,-0.854,2.439,-0.854,0.026,0.056,1.028,4,1100
210785210,-0.671,2.317,-0.793,0.026,0.056,1.028,4,1100
210786694,-0.976,2.073,-0.732,-0.066,0.024,1.031,4,1100
210787209,-1.098,1.524,-0.610,-0.050,-0.006,1.031,4,1100
210788694,-1.280,0.427,0.244,-0.037,0.034,1.041,4,1100
210789209,-1.280,0.427,0.244,0.028,0.023,1.076,4,1100
210790694,-0.915,1.646,-0.183,0.057,0.037,1.055,4,1100
210791213,-0.915,1.646,-0.183,0.057,0.037,1.055,4,1100
210792694,-0.915,2.439,-0.671,0.004,0.049,1.025,4,1100
210793209,-0.976,2.195,-0.793,-0.040,0.021,1.016,4,1100
210794694,-0.915,1.890,-0.610,-0.077,0.013,1.011,4,1100
210795209,-0.976,0.976,-0.549,-0.030,0.001,1.042,4,1100
210796694,-1.585,0.427,0.122,0.019,0.032,1.072,4,1100
210797210,-1.585,0.427,0.122,0.019,0.032,1.072,4,1100
210798694,-1.098,1.585,-0.305,0.044,0.042,1.021,4,1100
210799209,-0.854,2.073,-0.427,0.037,0.047,1.043,4,1100
210800694,-0.671,2.500,-0.427,-0.001,0.035,1.007,4,1100
210801210,-1.098,2.134,-0.488,-0.062,0.009,1.033,4,1100
210802703,-1.220,1.159,-0.305,-0.028,0.012,1.039,4,1100
210803224,-1.220,1.159,-0.305,-0.028,0.012,1.039,4,1100
210804695,-1.280,0.732,0.122,0.031,0.035,1.047,4,1100
210805217,-1.037,0.854,0.122,0.031,0.035,1.047,4,1100
210806694,-0.671,1.524,-0.122,0.056,0.043,1.034,4,1100
210807209,-0.854,2.256,-0.549,0.006,0.039,1.032,4,1100
210808694,-0.976,2.561,-0.366,-0.024,0.051,1.026,4,1100
210809210,-0.976,2.317,-0.366,-0.044,0.026,1.016,4,1100
210810694,-1.646,1.463,0.000,-0.028,0.013,1.049,4,1100
210811209,-1.646,1.463,0.000,-0.028,0.013,1.049,4,1100
210812694,-1.098,1.159,0.610,0.025,0.035,1.075,4,1100
210813212,-0.732,1.402,0.183,0.064,0.037,1.047,4,1100
210814694,-0.732,1.768,0.122,0.042,0.044,1.037,4,1100
210815214,-0.610,2.256,-0.122,0.009,0.046,1.018,4,1100
210816694,-1.220,2.012,0.000,-0.059,0.016,1.005,4,1100
210817209,-1.220,2.012,0.000,-0.059,0.016,1.005,4,1100
210818694,-1.341,0.610,0.244,-0.041,0.003,1.056,4,1100
210819209,-1.159,0.488,0.610,-0.041,0.003,1.056,4,1100
210820694,-0.976,0.610,0.671,0.046,0.037,1.073,4,1100
210821210,-0.854,1.280,0.244,0.053,0.035,1.045,4,1100
210822694,-0.854,2.195,-0.061,0.036,0.044,1.033,4,1100
210823212,-0.854,2.195,-0.061,0.014,0.043,1.018,4,1100
210824694,-1.159,2.134,0.061,-0.059,0.004,1.020,4,1100
210825209,-1.159,2.134,0.061,-0.059,0.004,1.020,4,1100
210826694,-1.159,0.854,0.671,-0.018,0.019,1.057,4,1100
210827209,-1.159,0.549,0.732,0.031,0.032,1.059,4,1100
210828694,-1.098,0.915,0.671,0.038,0.031,1.051,4,1100
210829209,-0.854,1.463,0.427,0.055,0.041,1.052,4,1100
210830694,-0.793,2.195,0.427,0.010,0.061,1.029,4,1100
210831209,-0.793,2.195,0.427,0.010,0.061,1.029,4,1100
210832694,-0.732,1.890,0.305,-0.073,0.021,1.026,4,1100
210833209,-1.098,1.280,0.488,-0.042,-0.005,1.057,4,1100
210834694,-1.098,0.793,0.732,-0.024,0.027,1.029,4,1100
210835209,-0.976,0.549,1.159,0.019,0.020,1.080,4,1100
210836694,-0.854,1.585,1.037,0.051,0.047,1.044,4,1100
210837209,-0.854,1.585,1.037,0.051,0.047,1.044,4,1100
210838694,-1.098,2.195,0.427,-0.008,0.057,1.013,4,1100
210839209,-1.098,2.195,0.427,-0.008,0.057,1.013,4,1100
210840694,-0.976,1.951,0.610,-0.078,0.002,1.013,4,1100
210841209,-1.037,1.280,0.732,-0.041,0.009,1.042,4,1100
210842694,-1.159,0.854,1.280,-0.010,0.020,1.051,4,1100
210843209,-1.098,0.732,1.585,0.018,0.030,1.057,4,1100
210844694,-0.732,1.402,0.976,0.062,0.048,1.017,4,1100
210845212,-0.732,1.402,0.976,0.062,0.048,1.017,4,1100
210846694,-0.732,2.561,0.671,-0.022,0.033,1.013,4,1100
210847209,-1.159,2.683,0.793,-0.058,0.030,1.033,4,1100
210848694,-1.341,2.073,0.732,-0.057,0.011,1.039,4,1100
210849209,-1.341,1.220,0.976,-0.049,0.003,1.028,4,1100
210850694,-1.159,0.366,1.280,0.046,0.040,1.044,4,1100
210851209,-1.159,0.366,1.280,0.046,0.040,1.044,4,1100
210852694,-0.732,1.646,0.793,0.044,0.039,1.026,4,1100
210853210,-0.732,2.134,0.610,0.044,0.039,1.026,4,1100
210854694,-0.915,2.256,0.732,-0.010,0.055,1.026,4,1100
210855210,-1.098,2.195,0.854,-0.070,0.018,1.020,4,1100
210856694,-1.159,0.976,0.854,-0.066,0.003,1.019,4,1100
210857209,-1.159,0.976,0.854,-0.030,0.003,1.028,4,1100
210858694,-0.976,0.793,1.524,0.037,0.031,1.071,4,1100
210859209,-0.976,0.793,1.524,0.037,0.031,1.071,4,1100
210860694,-0.854,1.768,1.402,0.052,0.046,1.053,4,1100
210861209,-0.793,2.439,1.098,0.023,0.054,1.014,4,1100
210862694,-1.159,2.439,0.732,-0.018,0.043,1.017,4,1100
210863212,-1.037,2.317,0.793,-0.068,0.002,1.021,4,1100
210864694,-1.341,1.220,1.098,-0.019,0.013,1.060,4,1100
210865209,-1.341,1.220,1.098,-0.019,0.013,1.060,4,1100
210866694,-1.037,0.488,1.402,0.040,0.023,1.064,4,1100
210867212,-0.732,1.098,1.159,0.059,0.035,1.037,4,1100
210868694,-0.915,1.707,0.976,0.045,0.056,1.038,4,1100
210869212,-1.159,2.439,0.732,0.014,0.057,1.038,4,1100
210870694,-1.159,2.134,0.915,-0.074,0.010,1.027,4,1100
210871209,-1.159,2.134,0.915,-0.074,0.010,1.027,4,1100
210872694,-1.159,1.037,1.280,-0.019,0.033,1.046,4,1100
210873209,-1.159,1.037,1.280,-0.019,0.033,1.046,4,1100
210874694,-0.793,0.732,1.220,0.043,0.037,1.041,4,1100
210875209,-0.976,1.341,1.037,0.062,0.033,1.057,4,1100
210876694,-0.854,2.134,0.671,0.039,0.058,1.033,4,1100
210877209,-0.976,2.622,0.671,0.003,0.043,1.032,4,1100
210878694,-1.159,1.890,0.732,-0.044,0.024,1.039,4,1100
210879212,-1.159,1.890,0.732,-0.044,0.024,1.039,4,1100
210880694,-1.341,0.732,0.915,-0.038,0.023,1.031,4,1100
210881209,-1.159,0.305,1.220,0.036,0.029,1.059,4,1100
210882694,-0.976,0.915,0.976,0.044,0.038,1.032,4,1100
210883213,-0.915,1.341,0.427,0.045,0.045,1.056,4,1100
210884694,-0.915,2.073,0.549,0.001,0.054,1.013,4,1100
210885209,-0.915,2.073,0.549,0.001,0.054,1.013,4,1100
210886694,-1.037,1.829,0.366,-0.074,0.003,1.013,4,1100
210887212,-1.280,1.280,0.488,-0.074,0.003,1.013,4,1100
210888694,-1.341,0.793,1.037,-0.022,0.029,1.046,4,1100
210889209,-1.098,0.732,0.915,0.023,0.036,1.041,4,1100
210890694,-0.488,1.646,0.366,0.061,0.029,1.071,4,1100
210891209,-0.488,1.646,0.366,0.039,0.047,1.020,4,1100
210892694,-1.159,2.378,0.244,-0.010,0.048,1.015,4,1100
210893214,-1.159,2.378,0.244,-0.010,0.048,1.015,4,1100
210894694,-1.098,1.829,0.183,-0.066,0.014,1.026,4,1100
210895210,-1.220,1.159,0.427,-0.020,0.016,1.034,4,1100
210896694,-1.280,0.427,0.427,-0.003,0.023,1.064,4,1100
210897212,-0.915,0.549,0.610,0.039,0.019,1.050,4,1100
210898694,-0.610,1.768,0.061,0.038,0.043,1.047,4,1100
210899209,-0.610,1.768,0.061,0.038,0.043,1.047,4,1100
210900694,-0.549,2.500,0.000,-0.017,0.034,1.031,4,1100
210901209,-0.854,2.256,0.000,-0.067,0.020,1.022,4,1100
210902694,-1.037,1.646,0.000,-0.057,0.006,1.029,4,1100
210903209,-1.220,1.037,0.122,-0.022,0.006,1.042,4,1100
210904694,-1.037,0.793,0.366,0.041,0.035,1.075,4,1100
210905209,-1.037,0.793,0.366,0.041,0.035,1.075,4,1100
210906694,-0.976,1.646,-0.061,0.035,0.044,1.040,4,1100
210907213,-0.976,1.646,-0.061,0.035,0.044,1.040,4,1100
210908694,-0.915,2.134,-0.427,-0.021,0.042,1.030,4,1100
210909212,-1.159,2.195,-0.366,-0.067,0.011,1.025,4,1100
210910694,-1.402,1.402,-0.244,-0.058,0.007,1.036,4,1100
210911212,-1.280,0.976,0.183,-0.029,0.003,1.047,4,1100
210912694,-1.220,0.671,0.122,0.054,0.044,1.070,4,1100
210913209,-1.220,0.671,0.122,0.054,0.044,1.070,4,1100
210914694,-0.976,1.890,-0.549,0.035,0.050,1.029,4,1100
210915210,-0.915,2.378,-0.549,0.009,0.036,1.035,4,1100
210916694,-0.915,2.317,-0.549,-0.039,0.038,1.001,4,1100
210917209,-1.098,1.951,-0.549,-0.074,0.002,1.035,4,1100
210918694,-0.976,0.610,0.183,-0.013,0.015,1.041,4,1100
210919212,-0.976,0.610,0.183,-0.013,0.015,1.041,4,1100
210920694,-1.098,0.488,-0.061,0.058,0.042,1.054,4,1100
210921210,-0.671,0.793,-0.366,0.058,0.042,1.054,4,1100
210922694,-0.488,1.707,-0.488,0.032,0.058,1.017,4,1100
210923210,-0.488,2.134,-0.671,0.016,0.039,1.040,4,1100
210924694,-1.220,1.951,-0.671,-0.042,0.051,1.018,4,1100
210925212,-1.220,1.951,-0.671,-0.068,0.000,1.019,4,1100
210926695,-1.402,0.610,-0.244,0.001,0.014,1.052,4,1100
210927209,-1.402,0.610,-0.244,0.001,0.014,1.052,4,1100
210928701,-0.976,0.854,0.000,0.048,0.047,1.065,4,1100
210929223,-0.732,1.280,-0.244,0.070,0.025,1.032,4,1100
210930696,-0.793,2.073,-0.549,0.019,0.062,1.025,4,1100
210931218,-0.976,2.317,-0.610,0.010,0.030,1.023,4,1100
210932694,-1.159,1.707,-0.305,-0.060,0.018,1.027,4,1100
210933209,-1.159,1.707,-0.305,-0.060,0.018,1.027,4,1100
210934694,-1.220,0.915,0.183,-0.021,0.021,1.055,4,1100
210935209,-1.280,0.671,0.305,0.049,0.035,1.041,4,1100
210936694,-1.341,0.976,0.122,0.043,0.035,1.047,4,1100
210937212,-1.159,1.463,-0.305,0.059,0.043,1.037,4,1100
210938694,-1.037,2.439,-0.488,-0.020,0.045,1.018,4,1100
210939214,-1.037,2.439,-0.488,-0.020,0.045,1.018,4,1100
210940694,-1.037,1.707,-0.366,-0.064,0.015,1.022,4,1100
210941212,-1.037,1.707,-0.366,-0.064,0.015,1.022,4,1100
210942694,-1.402,0.488,0.366,-0.015,0.032,1.053,4,1100
210943212,-1.280,0.305,0.244,0.046,0.018,1.049,4,1100
210944694,-1.159,0.854,0.000,0.052,0.036,1.044,4,1100
210945209,-1.159,1.829,0.061,0.056,0.049,1.041,4,1100
210946694,-0.976,2.439,-0.183,-0.027,0.047,1.028,4,1100
210947209,-0.976,2.439,-0.183,-0.027,0.047,1.028,4,1100
